equipment_id,machine_type,operating_hours,part_number,part_category,part_price_usd,failure_rate_est,expected_replacement_interval_hours,supplier,lead_time_days,downtime_impact_hours
EQ-0264,Paver,2887,PART-6951,Filters,279.43,0.21846503071079698,2188,LocalVendor2,13,76
EQ-0265,Bulldozer,2417,PART-6626,Transmission,115.24,0.1526338426691513,2382,Wirtgen,45,105
EQ-0266,Paver,1203,PART-8739,Hydraulic,104.54,0.13085493127400244,1557,Volvo,13,194
EQ-0267,Bulldozer,1023,PART-7003,Transmission,794.83,0.1639073100271058,1188,LocalVendor2,52,100
EQ-0268,Paver,1900,PART-3890,Electrical,169.18,0.1862264069410199,1570,LocalVendor2,58,132
EQ-0269,AsphaltPlant,1976,PART-7239,Filters,189.6,0.01,1977,LocalVendor1,50,30
EQ-0270,Bulldozer,1976,PART-9026,Filters,477.91,0.29786447966400276,1660,Volvo,53,70
EQ-0271,Excavator,2002,PART-4306,Engine,174.12,0.09470809835831559,1893,LocalVendor2,25,144
EQ-0272,Paver,5372,PART-1897,Wear,961.36,0.149866605690787,6274,LocalVendor1,25,26
EQ-0273,Paver,3632,PART-1670,Hydraulic,451.74,0.1524406817945402,4223,LocalVendor2,59,21
EQ-0274,Bulldozer,2600,PART-8291,Hydraulic,322.97,0.2897795153082196,2175,Wirtgen,12,11
EQ-0275,Excavator,2256,PART-2505,Engine,688.33,0.14383133112953136,2827,Dynapac,14,111
EQ-0276,Excavator,2293,PART-7460,Engine,65.26,0.26119551060475404,2420,LocalVendor1,28,72
EQ-0277,AsphaltPlant,3217,PART-6167,Wear,139.14,0.17847092286227798,2985,Dynapac,9,132
EQ-0278,Excavator,2247,PART-6255,Transmission,237.67,0.08266805964558353,2249,Volvo,11,41
EQ-0279,Excavator,3469,PART-1249,Wear,127.23,0.1594295227671963,3687,Wirtgen,9,42
EQ-0280,Excavator,2727,PART-7457,Filters,458.66,0.14170438947995612,2824,LocalVendor1,21,100
EQ-0281,Roller,5393,PART-2892,Transmission,804.76,0.07411506605670395,5349,Volvo,9,143
EQ-0282,AsphaltPlant,2185,PART-4439,Electrical,215.37,0.17504059386305693,2191,LocalVendor2,10,5
EQ-0283,Paver,3746,PART-3854,Wear,175.63,0.15154719248948992,3018,CAT,8,157
EQ-0284,Bulldozer,1380,PART-4792,Engine,1027.52,0.1889495193820978,1638,Volvo,15,46
EQ-0285,Paver,1722,PART-6330,Transmission,226.56,0.16353469457188202,1765,Dynapac,29,184
EQ-0286,AsphaltPlant,5071,PART-8871,Wear,251.44,0.10442279720901507,3948,Wirtgen,3,156
EQ-0287,Bulldozer,3404,PART-9235,Hydraulic,180.0,0.20378337946032202,3947,Wirtgen,58,185
EQ-0288,AsphaltPlant,2910,PART-4612,Electrical,770.88,0.10629212038224946,3665,Volvo,44,188
EQ-0289,Excavator,6011,PART-3618,Filters,302.46,0.01,7624,LocalVendor2,9,67
EQ-0290,Bulldozer,2271,PART-5678,Hydraulic,480.87,0.15900570635679517,2092,CAT,14,85
EQ-0291,Excavator,3742,PART-4163,Hydraulic,551.09,0.1112148390936207,2923,Dynapac,22,12
EQ-0292,Paver,3864,PART-3942,Electrical,175.5,0.17674913530776443,3906,Volvo,48,191
EQ-0293,Paver,4579,PART-9411,Filters,220.59,0.28992102151578003,3514,Volvo,29,177
EQ-0294,Bulldozer,1301,PART-2925,Engine,616.1,0.29194177852036407,1639,Wirtgen,36,31
EQ-0295,Bulldozer,2264,PART-3972,Transmission,185.42,0.1384413954444712,1834,Dynapac,24,56
EQ-0296,AsphaltPlant,2706,PART-1990,Filters,523.87,0.0921439380127761,2304,CAT,47,150
EQ-0297,AsphaltPlant,4546,PART-2812,Wear,899.03,0.19092782973425454,4291,Wirtgen,16,95
EQ-0298,Excavator,2858,PART-9995,Hydraulic,342.82,0.12408420856935518,2657,Volvo,3,90
EQ-0299,Bulldozer,3868,PART-1489,Wear,456.01,0.17742435656428598,4551,Wirtgen,52,20
EQ-0300,Paver,1242,PART-6876,Engine,540.58,0.1037397466441202,1209,Wirtgen,13,70
EQ-0301,AsphaltPlant,2026,PART-4645,Wear,609.38,0.16754846912159266,1625,LocalVendor1,58,9
EQ-0302,AsphaltPlant,4157,PART-8081,Filters,200.78,0.09316180933945664,3576,Wirtgen,53,86
EQ-0303,Paver,2151,PART-3891,Wear,65.79,0.23289773912220263,2162,LocalVendor2,37,135
EQ-0304,AsphaltPlant,2350,PART-4516,Engine,204.19,0.10870156164731712,1852,Wirtgen,4,122
EQ-0305,Excavator,4514,PART-4340,Engine,386.03,0.19627717750144785,4816,LocalVendor2,6,85
EQ-0306,Bulldozer,1532,PART-7410,Engine,229.54,0.06146629017701366,1592,Dynapac,4,74
EQ-0307,Paver,1708,PART-1053,Filters,464.65,0.20468216996274838,1928,Wirtgen,58,119
EQ-0308,Bulldozer,1176,PART-3575,Engine,182.47,0.08235311515122595,1484,CAT,48,11
EQ-0309,AsphaltPlant,4594,PART-1615,Hydraulic,352.15,0.16828237648821565,5730,LocalVendor2,20,54
EQ-0310,AsphaltPlant,3602,PART-6944,Engine,111.89,0.22162406813435906,4566,LocalVendor2,3,146
EQ-0311,Paver,3562,PART-8404,Wear,465.13,0.13600119710102543,3016,Volvo,45,170
EQ-0312,Excavator,1999,PART-1954,Transmission,286.7,0.07795831624778467,1557,Dynapac,38,115
EQ-0313,Roller,1131,PART-2629,Wear,118.47,0.1847768754995145,996,Wirtgen,55,51
EQ-0314,Paver,969,PART-7859,Transmission,153.56,0.09113130207094164,1198,CAT,18,116
EQ-0315,Roller,4170,PART-9841,Wear,464.22,0.12170280805619398,5351,Volvo,15,165
EQ-0316,Roller,2996,PART-4278,Filters,247.68,0.1685823861647009,3641,Dynapac,29,47
EQ-0317,Excavator,3252,PART-6455,Wear,123.02,0.2452473225275394,2491,LocalVendor2,28,95
EQ-0318,Roller,2650,PART-4801,Filters,1075.85,0.15185873476596282,3361,CAT,55,33
EQ-0319,Roller,1610,PART-3561,Filters,426.71,0.15160002568915865,1535,Wirtgen,11,132
EQ-0320,Excavator,2043,PART-7539,Engine,994.91,0.20162590255359958,1441,LocalVendor1,4,189
EQ-0321,Roller,1420,PART-1370,Hydraulic,217.12,0.15352603276710977,1370,LocalVendor1,37,137
EQ-0322,Roller,1332,PART-1857,Transmission,243.36,0.19448711398830287,969,Dynapac,39,100
EQ-0323,Roller,3472,PART-5886,Engine,734.7,0.2254973482244063,3563,CAT,57,192
EQ-0324,Paver,1014,PART-8485,Engine,273.36,0.12705839948124004,915,Volvo,26,121
EQ-0325,Paver,1424,PART-1383,Filters,418.56,0.01,1401,CAT,23,74
EQ-0326,Paver,2099,PART-5334,Filters,137.18,0.09274510344901735,2241,LocalVendor2,49,134
EQ-0327,Excavator,2449,PART-5290,Transmission,227.57,0.2346077407584712,2990,LocalVendor1,40,74
EQ-0328,AsphaltPlant,1168,PART-3725,Wear,89.53,0.1476364653021642,1281,Dynapac,48,114
EQ-0329,Roller,1000,PART-7204,Wear,119.19,0.12626088103504707,960,Wirtgen,31,175
EQ-0330,Roller,2842,PART-7111,Engine,50.28,0.23167494952422454,3386,CAT,22,136
EQ-0331,Excavator,2583,PART-5251,Electrical,62.02,0.1429072558639073,3211,LocalVendor1,31,60
EQ-0332,Roller,4138,PART-1922,Electrical,1185.4,0.01,3193,Volvo,29,191
EQ-0333,Paver,2467,PART-3915,Wear,133.26,0.04462885572941594,2514,Dynapac,32,93
EQ-0334,AsphaltPlant,2970,PART-8957,Electrical,376.58,0.1793053614571834,2586,Wirtgen,58,141
EQ-0335,Bulldozer,1654,PART-4046,Wear,598.09,0.14531763408836915,1204,CAT,53,135
EQ-0336,Roller,1688,PART-2230,Filters,289.99,0.25182595351804554,1858,Volvo,27,180
EQ-0337,Paver,1231,PART-8647,Engine,99.87,0.09867119213370762,1498,Wirtgen,44,175
EQ-0338,Bulldozer,1662,PART-5933,Hydraulic,440.71,0.12833494665973438,1325,LocalVendor2,23,104
EQ-0339,AsphaltPlant,2029,PART-4940,Engine,325.08,0.0880847848857986,2409,LocalVendor1,22,133
EQ-0340,Bulldozer,3957,PART-7483,Wear,444.19,0.11355840756236829,4796,LocalVendor2,2,61
EQ-0341,Paver,1542,PART-1203,Wear,490.57,0.01756672691224631,1925,LocalVendor1,38,185
EQ-0342,Bulldozer,5501,PART-1160,Engine,1161.63,0.12300207351646278,4726,Volvo,14,148
EQ-0343,Excavator,3087,PART-9960,Transmission,305.69,0.14636917953610687,3835,LocalVendor2,22,55
EQ-0344,Bulldozer,2809,PART-4748,Wear,175.4,0.1404568410274021,2506,LocalVendor1,47,116
EQ-0345,Roller,2380,PART-7718,Electrical,363.63,0.3004687284612967,2454,Dynapac,10,108
EQ-0346,Roller,2178,PART-3581,Electrical,71.27,0.2783439204023887,1590,Volvo,18,131
EQ-0347,Excavator,1781,PART-2093,Wear,733.07,0.09743703703272401,1293,LocalVendor1,48,59
EQ-0348,Paver,1144,PART-5500,Wear,88.14,0.01,1295,CAT,22,5
EQ-0349,Roller,1568,PART-9799,Transmission,169.18,0.14305597529479103,1515,LocalVendor1,32,94
EQ-0350,AsphaltPlant,4589,PART-6710,Electrical,557.43,0.17635570967194344,3917,LocalVendor2,40,160
EQ-0351,Roller,3003,PART-3875,Wear,322.88,0.08976611486320152,2445,Dynapac,55,57
EQ-0352,Roller,4571,PART-4191,Wear,200.08,0.09323170562519939,5037,Wirtgen,23,190
EQ-0353,Paver,1759,PART-2837,Transmission,242.41,0.26077884785187727,1231,Wirtgen,13,77
EQ-0354,Bulldozer,1399,PART-1689,Transmission,628.37,0.13197139001982872,1655,LocalVendor1,56,192
EQ-0355,Roller,2370,PART-4759,Engine,174.66,0.1963575129987017,1771,Wirtgen,7,191
EQ-0356,Excavator,1596,PART-3103,Transmission,661.26,0.08487860115018883,1300,LocalVendor1,54,112
EQ-0357,Bulldozer,2595,PART-1365,Hydraulic,77.68,0.1460141678892645,2417,Dynapac,17,154
EQ-0358,AsphaltPlant,1023,PART-9092,Electrical,499.9,0.1264563152455841,1013,Wirtgen,27,12
EQ-0359,Paver,774,PART-5172,Engine,614.27,0.10272387328376983,706,LocalVendor2,6,181
EQ-0360,AsphaltPlant,2761,PART-7033,Hydraulic,110.2,0.2308710288065185,2463,LocalVendor2,10,46
EQ-0361,Bulldozer,4646,PART-3378,Wear,218.82,0.052778609325688994,5939,CAT,47,159
EQ-0362,Bulldozer,2815,PART-2205,Wear,104.28,0.17100397778579027,3054,LocalVendor1,41,171
EQ-0363,Bulldozer,2989,PART-5988,Engine,417.87,0.12514148411566509,2134,Wirtgen,15,29
EQ-0364,AsphaltPlant,2416,PART-6669,Transmission,279.94,0.1790377137425112,2314,LocalVendor2,45,42
EQ-0365,Bulldozer,2521,PART-3735,Wear,352.62,0.12608963574471496,3088,Dynapac,43,89
EQ-0366,AsphaltPlant,1115,PART-9490,Filters,115.63,0.21070351433432574,982,Dynapac,31,156
EQ-0367,Bulldozer,1625,PART-1956,Engine,121.38,0.08422081812234937,1229,CAT,53,28
EQ-0368,Excavator,3939,PART-7623,Hydraulic,62.71,0.23102872341727182,4549,Dynapac,53,64
EQ-0369,Bulldozer,1341,PART-2474,Engine,166.61,0.14798381137279049,1426,Dynapac,27,182
EQ-0370,AsphaltPlant,2007,PART-5460,Electrical,296.12,0.05700482296894134,2091,Wirtgen,54,115
EQ-0371,Roller,3904,PART-8002,Transmission,635.44,0.19761508191319763,2858,LocalVendor1,46,70
EQ-0372,Bulldozer,2489,PART-7396,Transmission,379.82,0.1360805179537644,1952,Volvo,30,146
EQ-0373,Roller,2546,PART-3828,Engine,221.49,0.03045134517023189,2733,Dynapac,20,57
EQ-0374,Excavator,2015,PART-3850,Wear,968.05,0.1732727658631209,1661,Dynapac,48,164
EQ-0375,Paver,3184,PART-3964,Wear,431.08,0.220461700069439,3191,Volvo,9,110
EQ-0376,Excavator,3526,PART-5594,Filters,848.49,0.23974950182520915,3620,Dynapac,24,100
EQ-0377,Bulldozer,1583,PART-7644,Filters,274.97,0.12351536821801634,1377,Wirtgen,54,180
EQ-0378,Roller,1170,PART-3850,Transmission,139.89,0.16017226387280165,1484,Wirtgen,43,43
EQ-0379,Roller,858,PART-1165,Filters,66.28,0.1535375439955038,1034,Volvo,36,172
EQ-0380,AsphaltPlant,2926,PART-1919,Hydraulic,438.48,0.2542861842099947,3316,LocalVendor2,32,46
EQ-0381,Roller,2778,PART-9305,Filters,88.79,0.09326579923386782,2074,Dynapac,54,115
EQ-0382,AsphaltPlant,6194,PART-4504,Hydraulic,158.19,0.11747383834568208,4730,LocalVendor2,36,108
EQ-0383,Paver,2422,PART-1991,Filters,278.09,0.09156957833851354,2411,Dynapac,33,81
EQ-0384,Bulldozer,2228,PART-7047,Transmission,299.32,0.04855946338209789,1774,LocalVendor1,59,12
EQ-0385,AsphaltPlant,2634,PART-4839,Transmission,325.32,0.16734510267364572,3389,Dynapac,6,30
EQ-0386,Paver,2698,PART-2258,Hydraulic,104.55,0.26209088322443114,2145,Wirtgen,17,144
EQ-0387,Roller,2149,PART-8609,Engine,193.28,0.13610608790394574,2132,CAT,18,47
EQ-0388,Roller,1608,PART-9706,Transmission,338.07,0.0882672364919806,1476,CAT,33,183
EQ-0389,Paver,2363,PART-5804,Engine,1100.16,0.1630801791562448,2560,CAT,39,114
EQ-0390,Roller,2323,PART-1067,Wear,440.18,0.1912382725140859,1805,CAT,59,104
EQ-0391,Paver,2306,PART-6660,Hydraulic,817.65,0.13905458037943993,2209,LocalVendor2,33,67
EQ-0392,AsphaltPlant,3332,PART-5478,Transmission,480.91,0.24824747323679242,2881,LocalVendor2,53,53
EQ-0393,AsphaltPlant,2344,PART-9210,Electrical,318.74,0.09313466739987344,2889,Dynapac,21,119
EQ-0394,Paver,1183,PART-4521,Wear,113.97,0.1299121254441346,856,LocalVendor2,49,159
EQ-0395,AsphaltPlant,1734,PART-1572,Engine,379.6,0.17071915333900733,2164,Dynapac,57,141
EQ-0396,AsphaltPlant,2137,PART-8082,Transmission,342.96,0.17750746268324788,2563,LocalVendor1,3,171
EQ-0397,AsphaltPlant,2395,PART-8832,Hydraulic,326.74,0.15330596646087125,2104,Dynapac,21,69
EQ-0398,Excavator,2953,PART-6395,Filters,251.88,0.060510605434999615,3465,CAT,48,75
EQ-0399,Bulldozer,2403,PART-3258,Electrical,275.65,0.31366079829444304,1727,Volvo,19,11
EQ-0400,Roller,783,PART-7039,Engine,172.14,0.133482105946773,1002,Volvo,2,84
EQ-0401,Excavator,1255,PART-1650,Wear,269.76,0.15771872630092598,1275,Wirtgen,59,71
EQ-0402,AsphaltPlant,3043,PART-6741,Hydraulic,116.03,0.19317327652210864,2683,Wirtgen,30,142
EQ-0403,Paver,2110,PART-7838,Electrical,540.7,0.10544462461453294,1936,Dynapac,30,185
EQ-0404,AsphaltPlant,2497,PART-3587,Hydraulic,111.66,0.1539848494609543,1847,Volvo,20,105
EQ-0405,Bulldozer,1987,PART-8876,Transmission,76.64,0.10259668336426939,2570,CAT,45,99
EQ-0406,AsphaltPlant,1731,PART-4262,Filters,221.94,0.17908855190319617,1252,LocalVendor2,41,91
EQ-0407,Paver,2021,PART-2338,Wear,372.15,0.13067841460111013,2208,CAT,7,189
EQ-0408,Bulldozer,2511,PART-5996,Hydraulic,222.72,0.1688102969113268,2424,CAT,45,95
EQ-0409,AsphaltPlant,2336,PART-6780,Engine,147.2,0.07674238574600788,2965,Dynapac,40,107
EQ-0410,Bulldozer,3516,PART-3827,Transmission,295.05,0.09197584961956559,2980,Dynapac,51,130
EQ-0411,Roller,1068,PART-6232,Transmission,177.85,0.05444015262002384,1088,LocalVendor1,55,159
EQ-0412,Roller,1146,PART-3217,Wear,860.33,0.10026289444716545,1133,CAT,47,186
EQ-0413,AsphaltPlant,2098,PART-4539,Transmission,817.81,0.01,2353,CAT,9,117
EQ-0414,Bulldozer,2968,PART-8845,Engine,259.37,0.1285029856018521,2198,Dynapac,25,8
EQ-0415,Paver,3253,PART-5383,Hydraulic,169.2,0.11260318096259514,2655,Dynapac,21,92
EQ-0416,AsphaltPlant,1764,PART-3961,Wear,450.83,0.16056376745375486,1461,LocalVendor1,55,155
EQ-0417,Roller,504,PART-4226,Transmission,61.22,0.15312254071040024,576,LocalVendor1,15,180
EQ-0418,Roller,1791,PART-7837,Transmission,243.18,0.23799558379367491,1456,Wirtgen,6,174
EQ-0419,AsphaltPlant,2782,PART-8031,Engine,172.99,0.33160171293418783,2904,Volvo,42,7
EQ-0420,Bulldozer,2316,PART-4716,Filters,809.73,0.22962773092054445,1920,CAT,41,95
EQ-0421,Roller,3016,PART-4414,Filters,53.62,0.11828246874374385,3670,CAT,35,7
EQ-0422,Bulldozer,3879,PART-2448,Transmission,291.43,0.11546264752030769,4908,LocalVendor1,17,160
EQ-0423,Roller,2166,PART-1570,Hydraulic,454.89,0.21080641296490005,2190,LocalVendor1,46,195
EQ-0424,Roller,1886,PART-3904,Wear,249.09,0.03216587137990172,1718,Wirtgen,8,85
EQ-0425,Excavator,1502,PART-3505,Transmission,76.78,0.12793579516855647,1262,Volvo,17,163
EQ-0426,Roller,1143,PART-1917,Electrical,1127.65,0.13332929454692993,834,Wirtgen,8,142
EQ-0427,Paver,988,PART-7982,Wear,268.95,0.1908892039373168,850,Volvo,28,181
EQ-0428,AsphaltPlant,1682,PART-8427,Filters,335.72,0.19297064422985463,1837,LocalVendor2,15,98
EQ-0429,AsphaltPlant,3646,PART-7336,Transmission,131.0,0.09788076217248795,3719,CAT,15,130
EQ-0430,Bulldozer,3144,PART-2678,Engine,248.2,0.12099391368063711,3981,Wirtgen,45,117
EQ-0431,Roller,1845,PART-1615,Electrical,218.19,0.18115729783828946,1730,LocalVendor1,34,153
EQ-0432,Paver,5525,PART-8086,Transmission,73.35,0.09407555408568645,6167,Wirtgen,34,104
EQ-0433,Bulldozer,1738,PART-5749,Hydraulic,83.67,0.23442829043419983,1726,LocalVendor2,45,57
EQ-0434,Excavator,4040,PART-4505,Electrical,595.07,0.19264226634081688,4070,Wirtgen,21,91
EQ-0435,Bulldozer,4458,PART-5529,Transmission,132.26,0.16200566837363903,3836,CAT,54,93
EQ-0436,Bulldozer,2866,PART-2135,Hydraulic,115.06,0.17736584187966437,2788,LocalVendor2,48,58
EQ-0437,Roller,1675,PART-9566,Electrical,260.91,0.117317656814144,1645,LocalVendor1,37,189
EQ-0438,Excavator,1960,PART-8226,Hydraulic,489.27,0.10615960044686668,2203,LocalVendor1,8,24
EQ-0439,Bulldozer,2538,PART-6162,Hydraulic,69.18,0.12026944487028952,3209,Dynapac,33,117
EQ-0440,Paver,1159,PART-1206,Electrical,307.98,0.18499766845818946,1040,LocalVendor2,49,53
EQ-0441,Paver,1433,PART-5875,Electrical,88.08,0.16407104864960573,1039,Dynapac,4,139
EQ-0442,AsphaltPlant,1375,PART-2319,Hydraulic,61.14,0.1204099878215103,1371,Dynapac,40,33
EQ-0443,Excavator,2962,PART-2141,Filters,66.26,0.20247072203153588,3041,CAT,30,52
EQ-0444,Excavator,3862,PART-5627,Electrical,589.03,0.13782375043646922,3093,Wirtgen,25,17
EQ-0445,AsphaltPlant,3199,PART-8389,Transmission,87.66,0.10146824780875822,3698,LocalVendor1,23,7
EQ-0446,Bulldozer,3583,PART-3690,Wear,63.86,0.16780390565089645,4625,LocalVendor1,7,6
EQ-0447,Excavator,1607,PART-8323,Engine,222.82,0.07908793418640134,2036,Wirtgen,49,20
EQ-0448,Paver,2001,PART-4255,Hydraulic,607.36,0.031894337504500894,1637,LocalVendor1,25,98
EQ-0449,Paver,2072,PART-9281,Hydraulic,141.31,0.14964267971043152,2538,Wirtgen,41,106
EQ-0450,Roller,2861,PART-6213,Engine,214.31,0.10398103444023814,3212,LocalVendor2,24,138
EQ-0451,Excavator,1704,PART-5108,Filters,62.22,0.13220919531311054,1656,CAT,55,49
EQ-0452,Bulldozer,3485,PART-4020,Engine,228.85,0.0823286957298885,3569,CAT,39,75
EQ-0453,AsphaltPlant,4404,PART-2857,Electrical,308.55,0.23462524977917992,5327,CAT,11,137
EQ-0454,AsphaltPlant,2925,PART-9996,Engine,303.82,0.10369550792503031,2890,Wirtgen,17,60
EQ-0455,Bulldozer,1960,PART-3789,Hydraulic,171.23,0.1197600435280433,1810,Wirtgen,12,131
EQ-0456,Roller,1539,PART-4875,Engine,163.73,0.1764518287308264,1532,Volvo,33,36
EQ-0457,AsphaltPlant,1376,PART-8605,Wear,83.82,0.05363699911741217,1441,LocalVendor1,46,53
EQ-0458,Excavator,788,PART-9135,Transmission,187.09,0.04846151587259069,640,LocalVendor1,7,17
EQ-0459,Roller,2102,PART-7055,Electrical,81.44,0.1766666984985389,2607,Volvo,25,162
EQ-0460,Excavator,2046,PART-4882,Engine,486.5,0.11885366586764813,2259,Volvo,34,29
EQ-0461,Paver,3391,PART-8175,Hydraulic,1066.85,0.08689534251740909,3662,CAT,54,64
EQ-0462,Roller,1758,PART-8129,Transmission,1102.71,0.1922361221063124,1335,Volvo,52,63
EQ-0463,AsphaltPlant,2157,PART-6021,Electrical,650.9,0.09316548386244047,2291,Wirtgen,13,160
EQ-0464,Roller,2652,PART-5735,Hydraulic,325.48,0.13078413903157526,2048,Dynapac,57,62
EQ-0465,Roller,2904,PART-3387,Filters,412.06,0.0872708672419241,2169,Wirtgen,28,24
EQ-0466,Roller,3220,PART-7582,Wear,150.73,0.17124060303748767,3272,Volvo,39,166
EQ-0467,Roller,2534,PART-6866,Filters,348.9,0.2432453334901742,2386,LocalVendor1,19,137
EQ-0468,Excavator,1194,PART-3566,Wear,232.45,0.019727204946751953,1257,Wirtgen,46,192
EQ-0469,Paver,2792,PART-1975,Engine,247.34,0.15788603821254518,2103,LocalVendor1,40,175
EQ-0470,Bulldozer,1698,PART-8212,Electrical,475.37,0.20996119093204454,1627,Wirtgen,56,61
EQ-0471,Roller,3942,PART-2262,Engine,149.35,0.12049655768859588,3172,LocalVendor1,14,189
EQ-0472,AsphaltPlant,2356,PART-6047,Wear,164.84,0.07082703379928802,3044,LocalVendor2,54,58
EQ-0473,Roller,2603,PART-8382,Wear,825.65,0.17946744689891825,2698,Wirtgen,41,116
EQ-0474,AsphaltPlant,6422,PART-7231,Wear,67.36,0.22011574523639701,7144,LocalVendor1,31,177
EQ-0475,Excavator,3245,PART-4327,Transmission,249.45,0.2123365524351828,2905,Dynapac,54,90
EQ-0476,AsphaltPlant,2769,PART-6630,Hydraulic,781.87,0.17561365365403792,2095,CAT,50,41
EQ-0477,Bulldozer,2186,PART-3259,Electrical,332.76,0.15685396163260493,2810,Wirtgen,42,88
EQ-0478,Paver,1245,PART-2257,Engine,287.17,0.0870691211230989,1085,Dynapac,53,52
EQ-0479,AsphaltPlant,2114,PART-1464,Engine,136.2,0.21056714652407593,2017,CAT,14,122
EQ-0480,AsphaltPlant,1529,PART-4294,Filters,176.15,0.20669697693467554,1666,Wirtgen,35,186
EQ-0481,Paver,4641,PART-7774,Wear,623.26,0.07033591769413129,3317,Dynapac,37,52
EQ-0482,Bulldozer,2786,PART-8431,Wear,295.76,0.17551358094925437,3304,Dynapac,31,116
EQ-0483,Roller,3879,PART-2230,Wear,266.92,0.19569767128638496,3964,LocalVendor2,26,114
EQ-0484,AsphaltPlant,1734,PART-4805,Engine,81.47,0.21174796404528545,1503,Dynapac,3,10
EQ-0485,Paver,1584,PART-7419,Filters,54.85,0.14475072666109456,1167,LocalVendor2,37,166
EQ-0486,Excavator,3105,PART-6750,Hydraulic,1044.66,0.08997026980976991,2476,Volvo,19,195
EQ-0487,Paver,1500,PART-4856,Transmission,191.96,0.11485186740951683,1855,LocalVendor1,6,82
EQ-0488,Excavator,1892,PART-4135,Electrical,327.31,0.07949250990808268,2103,CAT,20,180
EQ-0489,Bulldozer,4739,PART-7953,Hydraulic,74.92,0.14642575344195125,4027,LocalVendor1,43,27
EQ-0490,Roller,1927,PART-7034,Engine,394.76,0.13271802224019166,1424,LocalVendor1,19,130
EQ-0491,Paver,1112,PART-5589,Transmission,858.98,0.30015254945380954,1239,LocalVendor2,58,88
EQ-0492,AsphaltPlant,901,PART-2546,Transmission,307.17,0.2126273999706692,940,LocalVendor1,33,17
EQ-0493,Bulldozer,1042,PART-7065,Transmission,90.44,0.2178683646822368,982,Dynapac,22,51
EQ-0494,Paver,3980,PART-2094,Wear,311.48,0.182994674357941,3654,LocalVendor2,11,48
EQ-0495,AsphaltPlant,1786,PART-3411,Electrical,486.18,0.12428776473320373,1482,LocalVendor1,38,109
EQ-0496,Paver,6330,PART-3617,Engine,206.47,0.13072270288273483,6974,LocalVendor2,50,164
EQ-0497,Excavator,4426,PART-9954,Engine,685.67,0.13712914901283654,5675,Volvo,23,158
EQ-0498,Paver,5240,PART-5145,Transmission,363.82,0.16317632908907936,4220,LocalVendor2,14,185
EQ-0499,Paver,3623,PART-3775,Engine,738.53,0.17724188671564137,3834,Wirtgen,56,18
EQ-0500,Paver,3033,PART-7628,Electrical,343.06,0.15004960393763653,2895,Dynapac,18,184
EQ-0501,Bulldozer,1556,PART-4155,Electrical,92.22,0.12965810658598068,1506,CAT,10,125
EQ-0502,Paver,2329,PART-4970,Filters,161.19,0.10841190586584107,1985,Wirtgen,25,40
EQ-0503,AsphaltPlant,3169,PART-8972,Filters,117.62,0.052514586955172235,3787,Wirtgen,45,12
EQ-0504,Excavator,3524,PART-9775,Hydraulic,768.5,0.2398365415532656,3492,Wirtgen,15,172
EQ-0505,Excavator,1304,PART-6415,Electrical,478.64,0.304387069778579,1337,LocalVendor1,47,154
EQ-0506,Paver,2130,PART-5331,Electrical,388.47,0.23395357466497757,1880,LocalVendor2,9,20
EQ-0507,Bulldozer,2245,PART-2942,Electrical,157.42,0.061865406184847746,1816,LocalVendor2,56,95
EQ-0508,Bulldozer,2204,PART-7026,Filters,111.02,0.20509115987486243,1656,LocalVendor1,38,124
EQ-0509,AsphaltPlant,1392,PART-9301,Transmission,473.73,0.22166434111345715,1570,Dynapac,20,192
EQ-0510,Paver,4963,PART-1191,Transmission,242.83,0.12175936109650493,4058,LocalVendor1,29,64
EQ-0511,Excavator,2097,PART-1861,Engine,126.77,0.18422490677473202,2336,LocalVendor1,47,14
EQ-0512,Bulldozer,1442,PART-7711,Transmission,337.62,0.11805878772341663,1347,LocalVendor1,42,157
EQ-0513,Paver,5018,PART-1649,Wear,62.35,0.25702502963696183,4764,Dynapac,31,35
EQ-0514,Bulldozer,4428,PART-5134,Filters,168.43,0.17557596455507196,4346,Dynapac,8,25
EQ-0515,Bulldozer,2488,PART-8587,Electrical,239.65,0.0857991156040266,2290,Volvo,59,85
EQ-0516,Excavator,897,PART-9828,Transmission,98.04,0.19688656686065367,682,Volvo,27,37
EQ-0517,Roller,1865,PART-2036,Filters,1303.08,0.22411464714431734,1651,Volvo,41,35
EQ-0518,AsphaltPlant,999,PART-5131,Transmission,120.37,0.16386921557951128,1097,Volvo,47,153
EQ-0519,AsphaltPlant,2933,PART-3148,Hydraulic,91.9,0.18356091842202876,3224,LocalVendor2,55,40
EQ-0520,Excavator,1803,PART-6457,Electrical,118.27,0.14511725995398414,1571,Wirtgen,47,197
EQ-0521,Bulldozer,2303,PART-7079,Hydraulic,489.68,0.07060036827976364,2247,Wirtgen,12,136
EQ-0522,Paver,4818,PART-3430,Electrical,216.28,0.13937863691056446,3931,Volvo,15,72
EQ-0523,Bulldozer,1741,PART-2879,Filters,300.01,0.18661277430744905,1438,Volvo,22,94
EQ-0524,Excavator,2877,PART-8542,Engine,56.37,0.14103811924117335,2053,CAT,9,136
EQ-0525,AsphaltPlant,3262,PART-3011,Transmission,60.51,0.20605357987177136,4038,Wirtgen,4,13
EQ-0526,Bulldozer,3925,PART-4373,Transmission,227.08,0.1225472907161691,3243,CAT,29,34
