date,product_id,product_name,category,supplier,qty_sold,price_usd
2025-09-12,P006,Croissant,Bakery,FreshDairy,9,6.35
2025-09-12,P007,Pain au Chocolat,Bakery,Gourmet Beans,34,1.52
2025-09-12,P008,Bagel,Bakery,FreshDairy,18,6.88
2025-09-12,P009,Sourdough Loaf,Bakery,FreshDairy,3,3.36
2025-09-12,P010,Muffin,Bakery,FreshDairy,21,7.26
2025-09-12,P011,Bottled Water 500ml,Beverage,Gourmet Beans,47,2.3
2025-09-12,P012,Orange Juice 1L,Beverage,QuickSupplies,24,2.82
2025-09-12,P013,Sandwich Ham-Cheese,Food,FreshDairy,1,4.49
2025-09-12,P014,Sandwich Veggie,Food,Gourmet Beans,6,3.7
2025-09-12,P015,Chocolate Bar,Food,QuickSupplies,11,3.24
2025-09-12,P016,Cookie Pack,Food,Local Bakery Co,18,9.06
2025-09-12,P017,Cold Brew 330ml,Beverage,QuickSupplies,25,5.34
2025-09-12,P018,Iced Latte 330ml,Beverage,Gourmet Beans,8,4.68
2025-09-12,P019,Cup 8oz,Supply,Gourmet Beans,11,0.45
2025-09-12,P020,Paper Cup 12oz,Supply,BeverageHub,10,1.05
2025-09-13,P001,Espresso Beans 250g,Beverage,Gourmet Beans,12,7.58
2025-09-13,P002,Espresso Beans 1kg,Beverage,BeverageHub,18,2.81
2025-09-13,P003,Ground Coffee 500g,Beverage,BeverageHub,39,7.25
2025-09-13,P004,Latte Milk 1L,Dairy,QuickSupplies,1,7.78
2025-09-13,P005,Oat Milk 1L,Dairy,Local Bakery Co,9,9.61
2025-09-13,P006,Croissant,Bakery,FreshDairy,12,6.35
2025-09-13,P007,Pain au Chocolat,Bakery,Gourmet Beans,45,1.52
2025-09-13,P008,Bagel,Bakery,FreshDairy,26,6.88
2025-09-13,P009,Sourdough Loaf,Bakery,FreshDairy,8,3.36
2025-09-13,P010,Muffin,Bakery,FreshDairy,16,7.26
2025-09-13,P011,Bottled Water 500ml,Beverage,Gourmet Beans,71,2.3
2025-09-13,P012,Orange Juice 1L,Beverage,QuickSupplies,36,2.82
2025-09-13,P013,Sandwich Ham-Cheese,Food,FreshDairy,0,4.49
2025-09-13,P014,Sandwich Veggie,Food,Gourmet Beans,3,3.7
2025-09-13,P015,Chocolate Bar,Food,QuickSupplies,12,3.24
2025-09-13,P016,Cookie Pack,Food,Local Bakery Co,23,9.06
2025-09-13,P017,Cold Brew 330ml,Beverage,QuickSupplies,46,5.34
2025-09-13,P018,Iced Latte 330ml,Beverage,Gourmet Beans,15,4.68
2025-09-13,P019,Cup 8oz,Supply,Gourmet Beans,4,0.45
2025-09-13,P020,Paper Cup 12oz,Supply,BeverageHub,20,1.05
2025-09-14,P001,Espresso Beans 250g,Beverage,Gourmet Beans,15,7.58
2025-09-14,P002,Espresso Beans 1kg,Beverage,BeverageHub,20,2.81
2025-09-14,P003,Ground Coffee 500g,Beverage,BeverageHub,38,7.25
2025-09-14,P004,Latte Milk 1L,Dairy,QuickSupplies,3,7.78
2025-09-14,P005,Oat Milk 1L,Dairy,Local Bakery Co,13,9.61
2025-09-14,P006,Croissant,Bakery,FreshDairy,9,6.35
2025-09-14,P007,Pain au Chocolat,Bakery,Gourmet Beans,35,1.52
2025-09-14,P008,Bagel,Bakery,FreshDairy,29,6.88
2025-09-14,P009,Sourdough Loaf,Bakery,FreshDairy,8,3.36
2025-09-14,P010,Muffin,Bakery,FreshDairy,10,7.26
2025-09-14,P011,Bottled Water 500ml,Beverage,Gourmet Beans,72,2.3
2025-09-14,P012,Orange Juice 1L,Beverage,QuickSupplies,32,2.82
2025-09-14,P013,Sandwich Ham-Cheese,Food,FreshDairy,3,4.49
2025-09-14,P014,Sandwich Veggie,Food,Gourmet Beans,8,3.7
2025-09-14,P015,Chocolate Bar,Food,QuickSupplies,11,3.24
2025-09-14,P016,Cookie Pack,Food,Local Bakery Co,23,9.06
2025-09-14,P017,Cold Brew 330ml,Beverage,QuickSupplies,36,5.34
2025-09-14,P018,Iced Latte 330ml,Beverage,Gourmet Beans,23,4.68
2025-09-14,P019,Cup 8oz,Supply,Gourmet Beans,4,0.45
2025-09-14,P020,Paper Cup 12oz,Supply,BeverageHub,14,1.05
2025-09-15,P001,Espresso Beans 250g,Beverage,Gourmet Beans,10,7.58
2025-09-15,P002,Espresso Beans 1kg,Beverage,BeverageHub,17,2.81
2025-09-15,P003,Ground Coffee 500g,Beverage,BeverageHub,35,7.25
2025-09-15,P004,Latte Milk 1L,Dairy,QuickSupplies,0,7.78
2025-09-15,P005,Oat Milk 1L,Dairy,Local Bakery Co,7,9.61
2025-09-15,P006,Croissant,Bakery,FreshDairy,9,6.35
2025-09-15,P007,Pain au Chocolat,Bakery,Gourmet Beans,19,1.52
2025-09-15,P008,Bagel,Bakery,FreshDairy,27,6.88
2025-09-15,P009,Sourdough Loaf,Bakery,FreshDairy,5,3.36
2025-09-15,P010,Muffin,Bakery,FreshDairy,6,7.26
2025-09-15,P011,Bottled Water 500ml,Beverage,Gourmet Beans,51,2.3
2025-09-15,P012,Orange Juice 1L,Beverage,QuickSupplies,26,2.82
2025-09-15,P013,Sandwich Ham-Cheese,Food,FreshDairy,2,4.49
2025-09-15,P014,Sandwich Veggie,Food,Gourmet Beans,8,3.7
2025-09-15,P015,Chocolate Bar,Food,QuickSupplies,11,3.24
2025-09-15,P016,Cookie Pack,Food,Local Bakery Co,21,9.06
2025-09-15,P017,Cold Brew 330ml,Beverage,QuickSupplies,27,5.34
2025-09-15,P018,Iced Latte 330ml,Beverage,Gourmet Beans,15,4.68
2025-09-15,P019,Cup 8oz,Supply,Gourmet Beans,7,0.45
2025-09-15,P020,Paper Cup 12oz,Supply,BeverageHub,12,1.05
2025-09-16,P001,Espresso Beans 250g,Beverage,Gourmet Beans,7,7.58
2025-09-16,P002,Espresso Beans 1kg,Beverage,BeverageHub,23,2.81
2025-09-16,P003,Ground Coffee 500g,Beverage,BeverageHub,32,7.25
2025-09-16,P004,Latte Milk 1L,Dairy,QuickSupplies,2,7.78
2025-09-16,P005,Oat Milk 1L,Dairy,Local Bakery Co,4,9.61
2025-09-16,P006,Croissant,Bakery,FreshDairy,4,6.35
2025-09-16,P007,Pain au Chocolat,Bakery,Gourmet Beans,19,1.52
2025-09-16,P008,Bagel,Bakery,FreshDairy,19,6.88
2025-09-16,P009,Sourdough Loaf,Bakery,FreshDairy,8,3.36
2025-09-16,P010,Muffin,Bakery,FreshDairy,7,7.26
2025-09-16,P011,Bottled Water 500ml,Beverage,Gourmet Beans,42,2.3
2025-09-16,P012,Orange Juice 1L,Beverage,QuickSupplies,30,2.82
2025-09-16,P013,Sandwich Ham-Cheese,Food,FreshDairy,1,4.49
2025-09-16,P014,Sandwich Veggie,Food,Gourmet Beans,6,3.7
2025-09-16,P015,Chocolate Bar,Food,QuickSupplies,13,3.24
2025-09-16,P016,Cookie Pack,Food,Local Bakery Co,27,9.06
2025-09-16,P017,Cold Brew 330ml,Beverage,QuickSupplies,31,5.34
2025-09-16,P018,Iced Latte 330ml,Beverage,Gourmet Beans,16,4.68
2025-09-16,P019,Cup 8oz,Supply,Gourmet Beans,7,0.45
2025-09-16,P020,Paper Cup 12oz,Supply,BeverageHub,9,1.05
2025-09-17,P001,Espresso Beans 250g,Beverage,Gourmet Beans,10,7.58
2025-09-17,P002,Espresso Beans 1kg,Beverage,BeverageHub,16,2.81
2025-09-17,P003,Ground Coffee 500g,Beverage,BeverageHub,37,7.25
2025-09-17,P004,Latte Milk 1L,Dairy,QuickSupplies,3,7.78
2025-09-17,P005,Oat Milk 1L,Dairy,Local Bakery Co,12,9.61
2025-09-17,P006,Croissant,Bakery,FreshDairy,8,6.35
2025-09-17,P007,Pain au Chocolat,Bakery,Gourmet Beans,25,1.52
2025-09-17,P008,Bagel,Bakery,FreshDairy,25,6.88
2025-09-17,P009,Sourdough Loaf,Bakery,FreshDairy,7,3.36
2025-09-17,P010,Muffin,Bakery,FreshDairy,13,7.26
2025-09-17,P011,Bottled Water 500ml,Beverage,Gourmet Beans,58,2.3
2025-09-17,P012,Orange Juice 1L,Beverage,QuickSupplies,19,2.82
2025-09-17,P013,Sandwich Ham-Cheese,Food,FreshDairy,4,4.49
2025-09-17,P014,Sandwich Veggie,Food,Gourmet Beans,10,3.7
2025-09-17,P015,Chocolate Bar,Food,QuickSupplies,13,3.24
2025-09-17,P016,Cookie Pack,Food,Local Bakery Co,22,9.06
2025-09-17,P017,Cold Brew 330ml,Beverage,QuickSupplies,36,5.34
2025-09-17,P018,Iced Latte 330ml,Beverage,Gourmet Beans,9,4.68
2025-09-17,P019,Cup 8oz,Supply,Gourmet Beans,11,0.45
2025-09-17,P020,Paper Cup 12oz,Supply,BeverageHub,13,1.05
2025-09-18,P001,Espresso Beans 250g,Beverage,Gourmet Beans,9,7.58
2025-09-18,P002,Espresso Beans 1kg,Beverage,BeverageHub,14,2.81
2025-09-18,P003,Ground Coffee 500g,Beverage,BeverageHub,44,7.25
2025-09-18,P004,Latte Milk 1L,Dairy,QuickSupplies,6,7.78
2025-09-18,P005,Oat Milk 1L,Dairy,Local Bakery Co,8,9.61
2025-09-18,P006,Croissant,Bakery,FreshDairy,8,6.35
2025-09-18,P007,Pain au Chocolat,Bakery,Gourmet Beans,27,1.52
2025-09-18,P008,Bagel,Bakery,FreshDairy,19,6.88
2025-09-18,P009,Sourdough Loaf,Bakery,FreshDairy,3,3.36
2025-09-18,P010,Muffin,Bakery,FreshDairy,9,7.26
2025-09-18,P011,Bottled Water 500ml,Beverage,Gourmet Beans,48,2.3
2025-09-18,P012,Orange Juice 1L,Beverage,QuickSupplies,26,2.82
2025-09-18,P013,Sandwich Ham-Cheese,Food,FreshDairy,2,4.49
2025-09-18,P014,Sandwich Veggie,Food,Gourmet Beans,9,3.7
2025-09-18,P015,Chocolate Bar,Food,QuickSupplies,18,3.24
2025-09-18,P016,Cookie Pack,Food,Local Bakery Co,26,9.06
2025-09-18,P017,Cold Brew 330ml,Beverage,QuickSupplies,35,5.34
2025-09-18,P018,Iced Latte 330ml,Beverage,Gourmet Beans,21,4.68
2025-09-18,P019,Cup 8oz,Supply,Gourmet Beans,12,0.45
2025-09-18,P020,Paper Cup 12oz,Supply,BeverageHub,11,1.05
2025-09-19,P001,Espresso Beans 250g,Beverage,Gourmet Beans,11,7.58
2025-09-19,P002,Espresso Beans 1kg,Beverage,BeverageHub,7,2.81
2025-09-19,P003,Ground Coffee 500g,Beverage,BeverageHub,33,7.25
2025-09-19,P004,Latte Milk 1L,Dairy,QuickSupplies,3,7.78
2025-09-19,P005,Oat Milk 1L,Dairy,Local Bakery Co,2,9.61
2025-09-19,P006,Croissant,Bakery,FreshDairy,2,6.35
2025-09-19,P007,Pain au Chocolat,Bakery,Gourmet Beans,28,1.52
2025-09-19,P008,Bagel,Bakery,FreshDairy,24,6.88
2025-09-19,P009,Sourdough Loaf,Bakery,FreshDairy,5,3.36
2025-09-19,P010,Muffin,Bakery,FreshDairy,10,7.26
2025-09-19,P011,Bottled Water 500ml,Beverage,Gourmet Beans,59,2.3
2025-09-19,P012,Orange Juice 1L,Beverage,QuickSupplies,18,2.82
2025-09-19,P013,Sandwich Ham-Cheese,Food,FreshDairy,2,4.49
2025-09-19,P014,Sandwich Veggie,Food,Gourmet Beans,7,3.7
2025-09-19,P015,Chocolate Bar,Food,QuickSupplies,15,3.24
2025-09-19,P016,Cookie Pack,Food,Local Bakery Co,21,9.06
2025-09-19,P017,Cold Brew 330ml,Beverage,QuickSupplies,35,5.34
2025-09-19,P018,Iced Latte 330ml,Beverage,Gourmet Beans,10,4.68
2025-09-19,P019,Cup 8oz,Supply,Gourmet Beans,6,0.45
2025-09-19,P020,Paper Cup 12oz,Supply,BeverageHub,13,1.05
2025-09-20,P001,Espresso Beans 250g,Beverage,Gourmet Beans,10,7.58
2025-09-20,P002,Espresso Beans 1kg,Beverage,BeverageHub,29,2.81
2025-09-20,P003,Ground Coffee 500g,Beverage,BeverageHub,57,7.25
2025-09-20,P004,Latte Milk 1L,Dairy,QuickSupplies,2,7.78
2025-09-20,P005,Oat Milk 1L,Dairy,Local Bakery Co,4,9.61
2025-09-20,P006,Croissant,Bakery,FreshDairy,6,6.35
2025-09-20,P007,Pain au Chocolat,Bakery,Gourmet Beans,44,1.52
2025-09-20,P008,Bagel,Bakery,FreshDairy,33,6.88
2025-09-20,P009,Sourdough Loaf,Bakery,FreshDairy,12,3.36
2025-09-20,P010,Muffin,Bakery,FreshDairy,17,7.26
2025-09-20,P011,Bottled Water 500ml,Beverage,Gourmet Beans,70,2.3
2025-09-20,P012,Orange Juice 1L,Beverage,QuickSupplies,26,2.82
2025-09-20,P013,Sandwich Ham-Cheese,Food,FreshDairy,0,4.49
2025-09-20,P014,Sandwich Veggie,Food,Gourmet Beans,5,3.7
2025-09-20,P015,Chocolate Bar,Food,QuickSupplies,12,3.24
2025-09-20,P016,Cookie Pack,Food,Local Bakery Co,24,9.06
2025-09-20,P017,Cold Brew 330ml,Beverage,QuickSupplies,47,5.34
2025-09-20,P018,Iced Latte 330ml,Beverage,Gourmet Beans,19,4.68
2025-09-20,P019,Cup 8oz,Supply,Gourmet Beans,8,0.45
2025-09-20,P020,Paper Cup 12oz,Supply,BeverageHub,3,1.05
2025-09-21,P001,Espresso Beans 250g,Beverage,Gourmet Beans,11,7.58
2025-09-21,P002,Espresso Beans 1kg,Beverage,BeverageHub,21,2.81
2025-09-21,P003,Ground Coffee 500g,Beverage,BeverageHub,60,7.25
2025-09-21,P004,Latte Milk 1L,Dairy,QuickSupplies,8,7.78
2025-09-21,P005,Oat Milk 1L,Dairy,Local Bakery Co,10,9.61
2025-09-21,P006,Croissant,Bakery,FreshDairy,7,6.35
2025-09-21,P007,Pain au Chocolat,Bakery,Gourmet Beans,33,1.52
2025-09-21,P008,Bagel,Bakery,FreshDairy,33,6.88
2025-09-21,P009,Sourdough Loaf,Bakery,FreshDairy,8,3.36
2025-09-21,P010,Muffin,Bakery,FreshDairy,16,7.26
2025-09-21,P011,Bottled Water 500ml,Beverage,Gourmet Beans,79,2.3
2025-09-21,P012,Orange Juice 1L,Beverage,QuickSupplies,34,2.82
2025-09-21,P013,Sandwich Ham-Cheese,Food,FreshDairy,0,4.49
2025-09-21,P014,Sandwich Veggie,Food,Gourmet Beans,10,3.7
2025-09-21,P015,Chocolate Bar,Food,QuickSupplies,15,3.24
2025-09-21,P016,Cookie Pack,Food,Local Bakery Co,22,9.06
2025-09-21,P017,Cold Brew 330ml,Beverage,QuickSupplies,49,5.34
2025-09-21,P018,Iced Latte 330ml,Beverage,Gourmet Beans,21,4.68
2025-09-21,P019,Cup 8oz,Supply,Gourmet Beans,14,0.45
2025-09-21,P020,Paper Cup 12oz,Supply,BeverageHub,16,1.05
2025-09-22,P001,Espresso Beans 250g,Beverage,Gourmet Beans,9,7.58
2025-09-22,P002,Espresso Beans 1kg,Beverage,BeverageHub,15,2.81
2025-09-22,P003,Ground Coffee 500g,Beverage,BeverageHub,34,7.25
2025-09-22,P004,Latte Milk 1L,Dairy,QuickSupplies,1,7.78
2025-09-22,P005,Oat Milk 1L,Dairy,Local Bakery Co,8,9.61
2025-09-22,P006,Croissant,Bakery,FreshDairy,8,6.35
2025-09-22,P007,Pain au Chocolat,Bakery,Gourmet Beans,31,1.52
2025-09-22,P008,Bagel,Bakery,FreshDairy,15,6.88
2025-09-22,P009,Sourdough Loaf,Bakery,FreshDairy,5,3.36
2025-09-22,P010,Muffin,Bakery,FreshDairy,10,7.26
2025-09-22,P011,Bottled Water 500ml,Beverage,Gourmet Beans,52,2.3
2025-09-22,P012,Orange Juice 1L,Beverage,QuickSupplies,29,2.82
2025-09-22,P013,Sandwich Ham-Cheese,Food,FreshDairy,0,4.49
2025-09-22,P014,Sandwich Veggie,Food,Gourmet Beans,9,3.7
2025-09-22,P015,Chocolate Bar,Food,QuickSupplies,11,3.24
2025-09-22,P016,Cookie Pack,Food,Local Bakery Co,24,9.06
2025-09-22,P017,Cold Brew 330ml,Beverage,QuickSupplies,35,5.34
2025-09-22,P018,Iced Latte 330ml,Beverage,Gourmet Beans,17,4.68
2025-09-22,P019,Cup 8oz,Supply,Gourmet Beans,10,0.45
2025-09-22,P020,Paper Cup 12oz,Supply,BeverageHub,11,1.05
2025-09-23,P001,Espresso Beans 250g,Beverage,Gourmet Beans,5,7.58
2025-09-23,P002,Espresso Beans 1kg,Beverage,BeverageHub,18,2.81
2025-09-23,P003,Ground Coffee 500g,Beverage,BeverageHub,35,7.25
2025-09-23,P004,Latte Milk 1L,Dairy,QuickSupplies,2,7.78
2025-09-23,P005,Oat Milk 1L,Dairy,Local Bakery Co,8,9.61
2025-09-23,P006,Croissant,Bakery,FreshDairy,9,6.35
2025-09-23,P007,Pain au Chocolat,Bakery,Gourmet Beans,37,1.52
2025-09-23,P008,Bagel,Bakery,FreshDairy,19,6.88
2025-09-23,P009,Sourdough Loaf,Bakery,FreshDairy,9,3.36
2025-09-23,P010,Muffin,Bakery,FreshDairy,13,7.26
2025-09-23,P011,Bottled Water 500ml,Beverage,Gourmet Beans,52,2.3
2025-09-23,P012,Orange Juice 1L,Beverage,QuickSupplies,24,2.82
2025-09-23,P013,Sandwich Ham-Cheese,Food,FreshDairy,0,4.49
2025-09-23,P014,Sandwich Veggie,Food,Gourmet Beans,11,3.7
2025-09-23,P015,Chocolate Bar,Food,QuickSupplies,10,3.24
2025-09-23,P016,Cookie Pack,Food,Local Bakery Co,30,9.06
2025-09-23,P017,Cold Brew 330ml,Beverage,QuickSupplies,38,5.34
2025-09-23,P018,Iced Latte 330ml,Beverage,Gourmet Beans,19,4.68
2025-09-23,P019,Cup 8oz,Supply,Gourmet Beans,6,0.45
2025-09-23,P020,Paper Cup 12oz,Supply,BeverageHub,16,1.05
2025-09-24,P001,Espresso Beans 250g,Beverage,Gourmet Beans,6,7.58
2025-09-24,P002,Espresso Beans 1kg,Beverage,BeverageHub,18,2.81
2025-09-24,P003,Ground Coffee 500g,Beverage,BeverageHub,57,7.25
2025-09-24,P004,Latte Milk 1L,Dairy,QuickSupplies,6,7.78
2025-09-24,P005,Oat Milk 1L,Dairy,Local Bakery Co,5,9.61
2025-09-24,P006,Croissant,Bakery,FreshDairy,5,6.35
2025-09-24,P007,Pain au Chocolat,Bakery,Gourmet Beans,30,1.52
2025-09-24,P008,Bagel,Bakery,FreshDairy,24,6.88
2025-09-24,P009,Sourdough Loaf,Bakery,FreshDairy,3,3.36
2025-09-24,P010,Muffin,Bakery,FreshDairy,13,7.26
2025-09-24,P011,Bottled Water 500ml,Beverage,Gourmet Beans,53,2.3
2025-09-24,P012,Orange Juice 1L,Beverage,QuickSupplies,18,2.82
2025-09-24,P013,Sandwich Ham-Cheese,Food,FreshDairy,1,4.49
2025-09-24,P014,Sandwich Veggie,Food,Gourmet Beans,9,3.7
2025-09-24,P015,Chocolate Bar,Food,QuickSupplies,13,3.24
2025-09-24,P016,Cookie Pack,Food,Local Bakery Co,24,9.06
2025-09-24,P017,Cold Brew 330ml,Beverage,QuickSupplies,45,5.34
2025-09-24,P018,Iced Latte 330ml,Beverage,Gourmet Beans,9,4.68
2025-09-24,P019,Cup 8oz,Supply,Gourmet Beans,6,0.45
2025-09-24,P020,Paper Cup 12oz,Supply,BeverageHub,12,1.05
2025-09-25,P001,Espresso Beans 250g,Beverage,Gourmet Beans,4,7.58
2025-09-25,P002,Espresso Beans 1kg,Beverage,BeverageHub,23,2.81
2025-09-25,P003,Ground Coffee 500g,Beverage,BeverageHub,42,7.25
2025-09-25,P004,Latte Milk 1L,Dairy,QuickSupplies,1,7.78
2025-09-25,P005,Oat Milk 1L,Dairy,Local Bakery Co,12,9.61
2025-09-25,P006,Croissant,Bakery,FreshDairy,8,6.35
2025-09-25,P007,Pain au Chocolat,Bakery,Gourmet Beans,39,1.52
2025-09-25,P008,Bagel,Bakery,FreshDairy,25,6.88
2025-09-25,P009,Sourdough Loaf,Bakery,FreshDairy,7,3.36
2025-09-25,P010,Muffin,Bakery,FreshDairy,20,7.26
2025-09-25,P011,Bottled Water 500ml,Beverage,Gourmet Beans,58,2.3
2025-09-25,P012,Orange Juice 1L,Beverage,QuickSupplies,25,2.82
2025-09-25,P013,Sandwich Ham-Cheese,Food,FreshDairy,1,4.49
2025-09-25,P014,Sandwich Veggie,Food,Gourmet Beans,5,3.7
2025-09-25,P015,Chocolate Bar,Food,QuickSupplies,14,3.24
2025-09-25,P016,Cookie Pack,Food,Local Bakery Co,32,9.06
2025-09-25,P017,Cold Brew 330ml,Beverage,QuickSupplies,35,5.34
2025-09-25,P018,Iced Latte 330ml,Beverage,Gourmet Beans,18,4.68
2025-09-25,P019,Cup 8oz,Supply,Gourmet Beans,9,0.45
2025-09-25,P020,Paper Cup 12oz,Supply,BeverageHub,9,1.05
2025-09-26,P001,Espresso Beans 250g,Beverage,Gourmet Beans,15,7.58
2025-09-26,P002,Espresso Beans 1kg,Beverage,BeverageHub,28,2.81
2025-09-26,P003,Ground Coffee 500g,Beverage,BeverageHub,40,7.25
2025-09-26,P004,Latte Milk 1L,Dairy,QuickSupplies,7,7.78
2025-09-26,P005,Oat Milk 1L,Dairy,Local Bakery Co,9,9.61
2025-09-26,P006,Croissant,Bakery,FreshDairy,10,6.35
2025-09-26,P007,Pain au Chocolat,Bakery,Gourmet Beans,43,1.52
2025-09-26,P008,Bagel,Bakery,FreshDairy,22,6.88
2025-09-26,P009,Sourdough Loaf,Bakery,FreshDairy,3,3.36
2025-09-26,P010,Muffin,Bakery,FreshDairy,13,7.26
2025-09-26,P011,Bottled Water 500ml,Beverage,Gourmet Beans,50,2.3
2025-09-26,P012,Orange Juice 1L,Beverage,QuickSupplies,25,2.82
2025-09-26,P013,Sandwich Ham-Cheese,Food,FreshDairy,0,4.49
2025-09-26,P014,Sandwich Veggie,Food,Gourmet Beans,12,3.7
2025-09-26,P015,Chocolate Bar,Food,QuickSupplies,14,3.24
2025-09-26,P016,Cookie Pack,Food,Local Bakery Co,31,9.06
2025-09-26,P017,Cold Brew 330ml,Beverage,QuickSupplies,38,5.34
2025-09-26,P018,Iced Latte 330ml,Beverage,Gourmet Beans,13,4.68
2025-09-26,P019,Cup 8oz,Supply,Gourmet Beans,8,0.45
2025-09-26,P020,Paper Cup 12oz,Supply,BeverageHub,13,1.05
2025-09-27,P001,Espresso Beans 250g,Beverage,Gourmet Beans,16,7.58
2025-09-27,P002,Espresso Beans 1kg,Beverage,BeverageHub,33,2.81
2025-09-27,P003,Ground Coffee 500g,Beverage,BeverageHub,60,7.25
2025-09-27,P004,Latte Milk 1L,Dairy,QuickSupplies,4,7.78
2025-09-27,P005,Oat Milk 1L,Dairy,Local Bakery Co,12,9.61
2025-09-27,P006,Croissant,Bakery,FreshDairy,10,6.35
2025-09-27,P007,Pain au Chocolat,Bakery,Gourmet Beans,47,1.52
2025-09-27,P008,Bagel,Bakery,FreshDairy,42,6.88
2025-09-27,P009,Sourdough Loaf,Bakery,FreshDairy,8,3.36
2025-09-27,P010,Muffin,Bakery,FreshDairy,20,7.26
2025-09-27,P011,Bottled Water 500ml,Beverage,Gourmet Beans,68,2.3
2025-09-27,P012,Orange Juice 1L,Beverage,QuickSupplies,38,2.82
2025-09-27,P013,Sandwich Ham-Cheese,Food,FreshDairy,1,4.49
2025-09-27,P014,Sandwich Veggie,Food,Gourmet Beans,7,3.7
2025-09-27,P015,Chocolate Bar,Food,QuickSupplies,19,3.24
2025-09-27,P016,Cookie Pack,Food,Local Bakery Co,25,9.06
2025-09-27,P017,Cold Brew 330ml,Beverage,QuickSupplies,53,5.34
2025-09-27,P018,Iced Latte 330ml,Beverage,Gourmet Beans,13,4.68
2025-09-27,P019,Cup 8oz,Supply,Gourmet Beans,10,0.45
2025-09-27,P020,Paper Cup 12oz,Supply,BeverageHub,27,1.05
2025-09-28,P001,Espresso Beans 250g,Beverage,Gourmet Beans,14,7.58
2025-09-28,P002,Espresso Beans 1kg,Beverage,BeverageHub,40,2.81
2025-09-28,P003,Ground Coffee 500g,Beverage,BeverageHub,54,7.25
2025-09-28,P004,Latte Milk 1L,Dairy,QuickSupplies,4,7.78
2025-09-28,P005,Oat Milk 1L,Dairy,Local Bakery Co,8,9.61
2025-09-28,P006,Croissant,Bakery,FreshDairy,7,6.35
2025-09-28,P007,Pain au Chocolat,Bakery,Gourmet Beans,67,1.52
2025-09-28,P008,Bagel,Bakery,FreshDairy,38,6.88
2025-09-28,P009,Sourdough Loaf,Bakery,FreshDairy,11,3.36
2025-09-28,P010,Muffin,Bakery,FreshDairy,19,7.26
2025-09-28,P011,Bottled Water 500ml,Beverage,Gourmet Beans,80,2.3
2025-09-28,P012,Orange Juice 1L,Beverage,QuickSupplies,33,2.82
2025-09-28,P013,Sandwich Ham-Cheese,Food,FreshDairy,3,4.49
2025-09-28,P014,Sandwich Veggie,Food,Gourmet Beans,5,3.7
2025-09-28,P015,Chocolate Bar,Food,QuickSupplies,15,3.24
2025-09-28,P016,Cookie Pack,Food,Local Bakery Co,28,9.06
2025-09-28,P017,Cold Brew 330ml,Beverage,QuickSupplies,53,5.34
2025-09-28,P018,Iced Latte 330ml,Beverage,Gourmet Beans,20,4.68
2025-09-28,P019,Cup 8oz,Supply,Gourmet Beans,5,0.45
2025-09-28,P020,Paper Cup 12oz,Supply,BeverageHub,9,1.05
2025-09-29,P001,Espresso Beans 250g,Beverage,Gourmet Beans,8,7.58
2025-09-29,P002,Espresso Beans 1kg,Beverage,BeverageHub,19,2.81
2025-09-29,P003,Ground Coffee 500g,Beverage,BeverageHub,45,7.25
2025-09-29,P004,Latte Milk 1L,Dairy,QuickSupplies,7,7.78
2025-09-29,P005,Oat Milk 1L,Dairy,Local Bakery Co,14,9.61
2025-09-29,P006,Croissant,Bakery,FreshDairy,9,6.35
2025-09-29,P007,Pain au Chocolat,Bakery,Gourmet Beans,36,1.52
2025-09-29,P008,Bagel,Bakery,FreshDairy,24,6.88
2025-09-29,P009,Sourdough Loaf,Bakery,FreshDairy,5,3.36
2025-09-29,P010,Muffin,Bakery,FreshDairy,16,7.26
2025-09-29,P011,Bottled Water 500ml,Beverage,Gourmet Beans,50,2.3
2025-09-29,P012,Orange Juice 1L,Beverage,QuickSupplies,19,2.82
2025-09-29,P013,Sandwich Ham-Cheese,Food,FreshDairy,4,4.49
2025-09-29,P014,Sandwich Veggie,Food,Gourmet Beans,9,3.7
2025-09-29,P015,Chocolate Bar,Food,QuickSupplies,14,3.24
2025-09-29,P016,Cookie Pack,Food,Local Bakery Co,29,9.06
2025-09-29,P017,Cold Brew 330ml,Beverage,QuickSupplies,48,5.34
2025-09-29,P018,Iced Latte 330ml,Beverage,Gourmet Beans,17,4.68
2025-09-29,P019,Cup 8oz,Supply,Gourmet Beans,13,0.45
2025-09-29,P020,Paper Cup 12oz,Supply,BeverageHub,8,1.05
2025-09-30,P001,Espresso Beans 250g,Beverage,Gourmet Beans,13,7.58
2025-09-30,P002,Espresso Beans 1kg,Beverage,BeverageHub,15,2.81
2025-09-30,P003,Ground Coffee 500g,Beverage,BeverageHub,53,7.25
2025-09-30,P004,Latte Milk 1L,Dairy,QuickSupplies,2,7.78
2025-09-30,P005,Oat Milk 1L,Dairy,Local Bakery Co,9,9.61
2025-09-30,P006,Croissant,Bakery,FreshDairy,11,6.35
2025-09-30,P007,Pain au Chocolat,Bakery,Gourmet Beans,39,1.52
2025-09-30,P008,Bagel,Bakery,FreshDairy,25,6.88
2025-09-30,P009,Sourdough Loaf,Bakery,FreshDairy,7,3.36
2025-09-30,P010,Muffin,Bakery,FreshDairy,18,7.26
2025-09-30,P011,Bottled Water 500ml,Beverage,Gourmet Beans,58,2.3
2025-09-30,P012,Orange Juice 1L,Beverage,QuickSupplies,32,2.82
